종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"005745","크라운해태홀딩스우","KOSPI",,"21300","1750","8.95","19550","22550","19550","124339","2667941250","12795463800","600726"
"215570","크로넥스","KONEX","일반기업부","3270","-60","-1.80","3315","3315","3270","1603","5258110","10423125000","3187500"
"043590","크로바하이텍","KOSDAQ","투자주의환기종목(소속부없음)","2485","0","0.00","0","0","0","0","0","66865139985","26907501"
"114120","크루셜텍","KOSDAQ","관리종목(소속부없음)","1475","-35","-2.32","1505","1545","1470","496199","742275330","30917939625","20961315"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","32750","450","1.39","32400","33500","32250","29238","963849250","383681970000","11715480"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","1620","-105","-6.09","1705","1720","1610","2793380","4628177780","109809840240","67783852"
"083790","크리스탈지노믹스","KOSDAQ","기술성장기업부","8580","-200","-2.28","8770","8880","8580","560436","4871141980","594134849880","69246486"
"045520","크린앤사이언스","KOSDAQ","우량기업부","25500","-400","-1.54","26000","26000","25250","62067","1584206950","165750000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","1715","15","0.88","1730","1815","1700","2240645","3909967045","80329998035","46839649"
"214150","클래시스","KOSDAQ","우량기업부","14450","50","0.35","14400","14600","14150","230336","3319544350","935158684800","64716864"
"352770","클리노믹스","KOSDAQ","기술성장기업부","18100","1150","6.78","16700","22000","16450","15171025","300498149800","241004052100","13315141"
"237880","클리오","KOSDAQ","우량기업부","22350","-450","-1.97","22800","22800","21900","290748","6499049900","386019142500","17271550"
"139670","키네마스터","KOSDAQ","중견기업부","52900","-200","-0.38","53100","53700","52600","65162","3455352100","716599640300","13546307"
"020120","키다리스튜디오","KOSPI",,"15100","-600","-3.82","15700","15850","15000","255212","3906173200","494341263200","32737832"
"311270","키움제5호스팩","KOSDAQ","SPAC(소속부없음)","2155","-20","-0.92","2180","2180","2100","7673","16381520","7758000000","3600000"
"039490","키움증권","KOSPI",,"129500","-4000","-3.00","133500","133500","128500","155965","20320222500","3371433950500","26034239"
"054780","키이스트","KOSDAQ","중견기업부","14950","-150","-0.99","15000","15350","14800","187235","2829608350","264289119900","17678202"
"219130","타이거일렉","KOSDAQ","중견기업부","14550","-150","-1.02","14650","15200","14400","50380","736553900","91872919500","6314290"
"180060","탑선","KONEX","일반기업부","11600","0","0.00","11600","11700","11500","1043","12094050","98677325600","8506666"
"065130","탑엔지니어링","KOSDAQ","우량기업부","9310","-100","-1.06","9410","9480","9270","141982","1328277550","148738952670","15976257"
"014580","태경비케이","KOSPI",,"4620","-100","-2.12","4730","4755","4580","516966","2405756865","127433922000","27583100"
"015890","태경산업","KOSPI",,"6800","-120","-1.73","6930","6930","6750","127049","867265160","198755500000","29228750"
"006890","태경케미컬","KOSPI",,"14650","250","1.74","14250","14750","14250","290085","4216375850","169940000000","11600000"
"023160","태광","KOSDAQ","중견기업부","10950","300","2.82","10650","11050","10150","674036","7194939200","290175000000","26500000"
"003240","태광산업","KOSPI",,"1078000","23000","2.18","1084000","1094000","1061000","1697","1834772000","1200245200000","1113400"
"011280","태림포장","KOSPI",,"5090","10","0.20","5080","5120","4950","286438","1443675095","360402234600","70805940"
"053620","태양","KOSDAQ","우량기업부","11200","-200","-1.75","11350","11450","11100","46538","524548900","96320000000","8600000"
"004100","태양금속","KOSPI",,"1525","-30","-1.93","1560","1570","1505","301014","461307830","55967500000","36700000"
"004105","태양금속우","KOSPI",,"3160","-30","-0.94","3115","3255","3115","44301","141190270","10428000000","3300000"
"116100","태양기계","KONEX","일반기업부","621","-49","-7.31","601","690","600","12390","7724223","3875031306","6239986"
"009410","태영건설","KOSPI",,"13150","350","2.73","12750","13300","12650","435745","5677343500","511523138700","38899098"
"009415","태영건설우","KOSPI",,"14950","150","1.01","14700","15300","14350","39760","593140200","19467022900","1302142"
"044490","태웅","KOSDAQ","관리종목(소속부없음)","12500","0","0.00","0","0","0","0","0","250092262500","20007381"
"124560","태웅로직스","KOSDAQ","중견기업부","8920","890","11.08","7960","8920","7720","6982330","59244762050","174268184640","19536792"
"001420","태원물산","KOSPI",,"4465","-135","-2.93","4600","4600","4425","105548","475617830","33934000000","7600000"
"007980","태평양물산","KOSPI",,"2930","180","6.55","2815","2950","2750","4981374","14321138550","141078289910","48149587"
"191420","테고사이언스","KOSDAQ","벤처기업부","28700","1350","4.94","27400","28700","26800","57373","1589318550","232723535800","8108834"
"073640","테라사이언스","KOSDAQ","중견기업부","2430","105","4.52","2320","2480","2310","564595","1367668430","167406857730","68891711"
"182690","테라셈","KOSDAQ","투자주의환기종목(소속부없음)","1440","0","0.00","0","0","0","0","0","30474933120","21163148"
"066700","테라젠이텍스","KOSDAQ","우량기업부","9100","-280","-2.99","9260","9430","9100","818905","7562588130","295244358500","32444435"
"095610","테스","KOSDAQ","우량기업부","33950","-800","-2.30","34600","35150","33950","399813","13740662700","671131272700","19768226"
"131970","테스나","KOSDAQ","우량기업부","48550","300","0.62","48200","49100","46800","285659","13778315350","716577463350","14759577"
"055490","테이팩스","KOSPI",,"56900","-2100","-3.56","58400","59200","55900","57005","3265837100","268434285000","4717650"
"308700","테크엔","KONEX","일반기업부","1225","15","1.24","1335","1335","1225","3003","3984470","4900000000","4000000"
"089030","테크윙","KOSDAQ","우량기업부","25800","100","0.39","25900","26150","25000","564787","14470495900","500219894400","19388368"
"258050","테크트랜스","KONEX","일반기업부","1400","40","2.94","1560","1560","1370","7732","11667790","10073760200","7195543"
"054450","텔레칩스","KOSDAQ","우량기업부","16200","-500","-2.99","16750","17000","16050","234917","3830936350","218795758200","13505911"
"091440","텔레필드","KOSDAQ","벤처기업부","3980","30","0.76","3930","4030","3905","72414","287993520","36519982500","9175875"
"078000","텔코웨어","KOSPI",,"12200","50","0.41","12050","12200","12000","41251","499545450","118373013200","9702706"
"200230","텔콘RF제약","KOSDAQ","중견기업부","5020","10","0.20","5020","5060","4970","476708","2384933125","439295240240","87509012"
"214420","토니모리","KOSPI",,"7790","-120","-1.52","7950","7950","7780","20593","160723630","137415600000","17640000"
"215480","토박스코리아","KOSDAQ","중견기업부","1685","-20","-1.17","1760","1780","1680","4689461","8107551955","81006019465","48074789"
"051360","토비스","KOSDAQ","우량기업부","7790","-10","-0.13","7810","7880","7680","85678","666152440","130225881820","16717058"
"045340","토탈소프트","KOSDAQ","벤처기업부","20950","450","2.20","20500","21350","20400","161377","3381231450","179290938000","8558040"
"108230","톱텍","KOSDAQ","우량기업부","12150","-250","-2.02","12400","12500","12100","255821","3132726400","461982426750","38023245"
"079970","투비소프트","KOSDAQ","벤처기업부","2240","45","2.05","2200","2310","2200","204106","458916540","83134298240","37113526"
"199800","툴젠","KONEX","일반기업부","97600","-1000","-1.01","99300","99500","96700","4453","435326000","661764600000","6780375"
"105550","트루윈","KOSDAQ","벤처기업부","5990","0","0.00","6040","6090","5940","380956","2284531660","107477246210","17942779"
"026150","특수건설","KOSDAQ","중견기업부","8870","-210","-2.31","9170","9180","8800","494438","4432705420","138600189620","15625726"
"322180","티라유텍","KOSDAQ","벤처기업부","16650","250","1.52","16350","16800","16300","78105","1295035650","90471937500","5433750"
"117730","티로보틱스","KOSDAQ","벤처기업부","9580","-250","-2.54","9900","9930","9500","316396","3049157520","130204424080","13591276"
"033830","티비씨","KOSDAQ","중견기업부","1545","-130","-7.76","1675","1680","1540","2839357","4487657625","154500000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","3350","-50","-1.47","3380","3405","3270","283397","944245830","157464126950","47004217"
"064760","티씨케이","KOSDAQ","우량기업부","205000","-33400","-14.01","238400","239800","193500","275005","57296813316","2393375000000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","40300","0","0.00","40100","41200","38550","150509","6008511850","341420592500","8471975"
"340570","티앤엘","KOSDAQ","중견기업부","60200","-1900","-3.06","62200","62900","59900","104970","6390885200","244652800000","4064000"
"277880","티에스아이","KOSDAQ","기술성장기업부","11900","-50","-0.42","11750","12150","11750","228941","2738433150","220557337000","18534230"
"131290","티에스이","KOSDAQ","우량기업부","61900","-200","-0.32","62000","63600","60800","84351","5253984200","684702455100","11061429"
"019180","티에이치엔","KOSPI",,"3125","-10","-0.32","3105","3170","3055","130258","406425180","56250000000","18000000"
"356860","티엘비","KOSDAQ","중견기업부","43350","-450","-1.03","44150","44400","42850","14271","620076550","213122255250","4916315"
"062860","티엘아이","KOSDAQ","투자주의환기종목(소속부없음)","10300","-150","-1.44","10450","10750","10200","41961","433403400","101689016000","9872720"
"363280","티와이홀딩스","KOSPI",,"26850","200","0.75","26800","27150","26000","143044","3809591700","1078607862750","40171615"
"36328K","티와이홀딩스우","KOSPI",,"26650","450","1.72","26400","26800","25300","62395","1615406850","33454757700","1255338"
"321550","티움바이오","KOSDAQ","기술성장기업부","17550","-250","-1.40","17900","18000","16950","142749","2483214450","417407901300","23783926"
"091810","티웨이항공","KOSPI",,"2665","5","0.19","2665","2695","2640","300375","799895840","294030193535","110330279"
"004870","티웨이홀딩스","KOSPI",,"1295","0","0.00","1285","1305","1270","131180","168734745","99324776355","76698669"
"104480","티케이케미칼","KOSDAQ","우량기업부","6390","-290","-4.34","6820","6840","6250","6375468","41125373490","580821823260","90895434"
"309900","티티씨디펜스","KONEX","일반기업부","1950","0","0.00","0","0","0","0","0","19500000000","10000000"
"081150","티플랙스","KOSDAQ","중견기업부","3875","-20","-0.51","3920","3955","3785","546602","2116419210","94040057750","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","4365","-170","-3.75","4535","4580","4365","156256","694745755","49222703835","11276679"
"217880","틸론","KONEX","일반기업부","10300","0","0.00","11000","11000","10000","2020","21150000","35332265100","3430317"
"084730","팅크웨어","KOSDAQ","우량기업부","15950","150","0.95","15900","16100","15600","47775","754784200","166289627900","10425682"
"046210","파나진","KOSDAQ","중견기업부","5540","-60","-1.07","5600","5700","5390","194804","1078435100","178037096400","32136660"
"034230","파라다이스","KOSDAQ","중견기업부","17800","500","2.89","17450","17850","17100","1675397","29476313950","1618779561600","90942672"
"033540","파라텍","KOSDAQ","중견기업부","8400","0","0.00","0","0","0","0","0","142662996000","16983690"
"043200","파루","KOSDAQ","관리종목(소속부없음)","1290","-10","-0.77","1315","1315","1260","191862","246089055","50033226630","38785447"
"214450","파마리서치","KOSDAQ","우량기업부","70900","-2600","-3.54","73500","74300","70100","112246","8038351500","716935837000","10111930"
"217950","파마리서치바이오","KONEX","일반기업부","18500","500","2.78","18500","18650","17800","2779","50858500","74913733500","4049391"
"208340","파멥신","KOSDAQ","기술성장기업부","16850","-500","-2.88","17200","17400","16600","215972","3659679150","239995038650","14243029"
"005690","파미셀","KOSPI",,"16800","-400","-2.33","17400","17500","16700","1092864","18568738400","1007310360000","59958950"
"177830","파버나인","KOSDAQ","벤처기업부","5830","0","0.00","5850","6000","5720","175882","1026939740","82122213690","14086143"
"037070","파세코","KOSDAQ","우량기업부","24200","600","2.54","23500","25750","23100","412538","10099598100","338800000000","14000000"
"150900","파수","KOSDAQ","벤처기업부","8230","-60","-0.72","8280","8480","8140","49736","412851980","91789955390","11153093"
"037030","파워넷","KOSDAQ","중견기업부","5910","60","1.03","5930","6130","5850","354052","2107167520","97519101540","16500694"
