종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"185190","수프로","KONEX","일반기업부","2170","170","8.50","2300","2300","2170","262","572715","8019126500","3695450"
"058530","슈펙스비앤피","KOSDAQ","투자주의환기종목(소속부없음)","1620","0","0.00","0","0","0","0","0","21187053360","13078428"
"236200","슈프리마","KOSDAQ","우량기업부","27100","-300","-1.09","27550","27700","27050","32919","898366700","194937698300","7193273"
"317770","슈프리마아이디","KOSDAQ","벤처기업부","17600","-200","-1.12","17700","17800","17300","17824","312690700","53363552000","3032020"
"094840","슈프리마에이치큐","KOSDAQ","벤처기업부","10550","150","1.44","10600","10950","10500","215481","2309485950","110477912000","10471840"
"192440","슈피겐코리아","KOSDAQ","우량기업부","62100","-200","-0.32","62300","63100","61600","27173","1690587000","386036142300","6216363"
"099440","스맥","KOSDAQ","중견기업부","1805","-5","-0.28","1805","1855","1775","248775","449425410","55475969245","30734609"
"053210","스카이라이프","KOSPI",,"8810","-90","-1.01","8850","8950","8770","195571","1803022060","421311520460","47821966"
"033790","스카이문스테크놀로지","KOSDAQ","관리종목(소속부없음)","829","0","0.00","0","0","0","0","0","14190075900","17117100"
"131100","스카이이앤엠","KOSDAQ","투자주의환기종목(소속부없음)","1770","-25","-1.39","1795","1815","1760","432508","771595500","73067732850","41281205"
"159910","스킨앤스킨","KOSDAQ","투자주의환기종목(소속부없음)","263","0","0.00","0","0","0","0","0","68488344954","260411958"
"158310","스타모빌리티","KOSDAQ","관리종목(소속부없음)","505","0","0.00","0","0","0","0","0","6096179210","12071642"
"115570","스타플렉스","KOSDAQ","중견기업부","5270","0","0.00","5250","5440","5210","55011","292551390","41246503470","7826661"
"258540","스템랩","KONEX","일반기업부","16950","-1000","-5.57","16750","17000","16500","2407","40811400","29458930500","1737990"
"253450","스튜디오드래곤","KOSDAQ","우량기업부","100600","2500","2.55","97500","102600","97500","405545","41077691300","3018437107000","30004345"
"204630","스튜디오산타클로스","KOSDAQ","중견기업부","2535","-10","-0.39","2545","2595","2505","60158","152773210","74665522425","29453855"
"013810","스페코","KOSDAQ","중견기업부","8900","-200","-2.20","9170","9170","8850","335753","3019775450","130433683000","14655470"
"039670","스포츠서울","KOSDAQ","투자주의환기종목(소속부없음)","7360","0","0.00","0","0","0","0","0","67793710720","9211102"
"049830","승일","KOSDAQ","우량기업부","22900","-50","-0.22","22600","23400","22300","179455","4088881400","140425364800","6132112"
"020710","시공테크","KOSDAQ","우량기업부","8730","280","3.31","8450","8790","8190","440755","3774030260","175018778100","20047970"
"033170","시그네틱스","KOSDAQ","중견기업부","1390","-10","-0.71","1420","1425","1355","926964","1289114395","119162363410","85728319"
"260870","시그넷이브이","KONEX","일반기업부","64500","-3400","-5.01","67800","67800","61300","87644","5639461300","320548165500","4969739"
"048870","시너지이노베이션","KOSDAQ","중견기업부","3390","90","2.73","3310","3485","3280","1047221","3539175965","249180970290","73504711"
"025320","시노펙스","KOSDAQ","중견기업부","3840","-25","-0.65","3870","3890","3830","548374","2117107595","281252958720","73242958"
"134790","시디즈","KOSPI",,"69300","800","1.17","68300","69600","68200","11063","759259400","138600000000","2000000"
"269620","시스웍","KOSDAQ","벤처기업부","2565","80","3.22","2430","2615","2360","26758944","67226236250","190724897025","74356685"
"131090","시큐브","KOSDAQ","벤처기업부","1495","0","0.00","1490","1525","1465","259054","387206800","62790000000","42000000"
"232830","시큐센","KONEX","일반기업부","4495","-95","-2.07","4585","4585","4420","985","4368870","42743098840","9509032"
"139050","시티랩스","KOSDAQ","중견기업부","942","-13","-1.36","955","957","930","873566","821772630","77173111674","81924747"
"016590","신대양제지","KOSPI",,"81100","-200","-0.25","81300","81800","78200","20039","1611647000","326815320200","4029782"
"290520","신도기연","KOSDAQ","벤처기업부","16850","-200","-1.17","17050","17100","16650","16743","281406450","135832568000","8061280"
"029530","신도리코","KOSPI",,"32850","800","2.50","32100","33000","31300","46206","1505513300","331128952650","10080029"
"004970","신라교역","KOSPI",,"11350","-300","-2.58","11650","11650","11200","41689","472478200","181600000000","16000000"
"001000","신라섬유","KOSDAQ","중견기업부","3335","145","4.55","3220","3610","3140","13410065","45868660550","80965595900","24277540"
"025870","신라에스지","KOSDAQ","중견기업부","17550","-500","-2.77","18000","18700","17500","99851","1788569450","70200000000","4000000"
"215600","신라젠","KOSDAQ","관리종목(소속부없음)","12100","0","0.00","0","0","0","0","0","866567212500","71617125"
"065350","신성델타테크","KOSDAQ","우량기업부","9940","140","1.43","9910","10100","9700","373464","3712861490","273190443120","27483948"
"011930","신성이엔지","KOSPI",,"3175","-30","-0.94","3225","3275","3160","2098000","6717865485","643914752300","202807796"
"005390","신성통상","KOSPI",,"1815","-10","-0.55","1825","1865","1800","992973","1821168255","260830727850","143708390"
"004170","신세계","KOSPI",,"300000","9500","3.27","289000","300000","287500","270085","79843826500","2953554300000","9845181"
"035510","신세계 I&C","KOSPI",,"186000","4000","2.20","181500","188000","178500","22293","4087518500","319920000000","1720000"
"034300","신세계건설","KOSPI",,"46000","100","0.22","45900","46850","45500","38311","1766059800","184000000000","4000000"
"031430","신세계인터내셔날","KOSPI",,"200500","5500","2.82","195500","201500","192000","35839","7049614500","1431570000000","7140000"
"031440","신세계푸드","KOSPI",,"80400","-200","-0.25","80500","81300","78600","12303","984360100","311347392000","3872480"
"006880","신송홀딩스","KOSPI",,"5130","-80","-1.54","5210","5300","5010","23634","122145280","60682041540","11828858"
"002800","신신제약","KOSDAQ","중견기업부","8470","110","1.32","8310","8540","8200","229164","1920398600","128494135000","15170500"
"323280","신영스팩5호","KOSDAQ","SPAC(소속부없음)","2160","0","0.00","2160","2160","2150","2081","4484760","7570800000","3505000"
"344050","신영스팩6호","KOSDAQ","SPAC(소속부없음)","2140","10","0.47","2140","2140","2140","374","800360","9212700000","4305000"
"005800","신영와코루","KOSPI",,"105500","-1000","-0.94","105000","106500","103000","4730","494417500","94950000000","900000"
"001720","신영증권","KOSPI",,"62000","-400","-0.64","62600","62600","61200","8253","509968100","581946694000","9386237"
"001725","신영증권우","KOSPI",,"61800","-100","-0.16","62400","62400","61100","2415","148209100","435922553400","7053763"
"009270","신원","KOSPI",,"1715","145","9.24","1570","1725","1550","6293976","10494367605","145847885785","85042499"
"009275","신원우","KOSPI",,"42350","2050","5.09","40950","42550","40800","5150","225767850","3842839000","90740"
"017000","신원종합개발","KOSDAQ","우량기업부","6920","-200","-2.81","7060","7160","6910","193403","1352776720","73822746840","10668027"
"002700","신일전자","KOSPI",,"2225","-50","-2.20","2270","2270","2190","1936853","4318781845","158080734225","71047521"
"012790","신일제약","KOSDAQ","우량기업부","15750","-150","-0.94","15900","16050","15200","112905","1768117500","176670679500","11217186"
"138070","신진에스엠","KOSDAQ","중견기업부","8050","-240","-2.90","8350","8350","7950","63955","517662730","72226073150","8972183"
"226330","신테카바이오","KOSDAQ","기술성장기업부","17000","-150","-0.87","17350","18000","17000","233731","4082311350","227868272000","13404016"
"019170","신풍제약","KOSPI",,"74200","-5800","-7.25","78900","79200","73700","2654793","201369134800","3931486258000","52984990"
"019175","신풍제약우","KOSPI",,"77900","-5500","-6.59","83000","83400","76400","45180","3581468200","171380000000","2200000"
"002870","신풍제지","KOSPI",,"3510","0","0.00","3550","3625","3415","341223","1203439945","122705037000","34958700"
"293940","신한알파리츠","KOSPI",,"8130","80","0.99","8050","8210","8020","162869","1321406240","425443899990","52330123"
"333050","신한제6호스팩","KOSDAQ","SPAC(소속부없음)","2165","5","0.23","2175","2180","2150","1764","3810120","10846650000","5010000"
"366330","신한제7호스팩","KOSDAQ","SPAC(소속부없음)","2120","25","1.19","2080","2140","2080","1357","2897590","9646000000","4550000"
"055550","신한지주","KOSPI",,"39500","-50","-0.13","39800","39900","39150","1435607","56757708050","20405682383000","516599554"
"001770","신화실업","KOSPI",,"32250","-400","-1.23","32600","33050","30800","36168","1160824800","39179815500","1214878"
"056700","신화인터텍","KOSDAQ","중견기업부","3575","-25","-0.69","3610","3650","3545","140154","502852235","104157950325","29135091"
"187270","신화콘텍","KOSDAQ","벤처기업부","3505","-100","-2.77","3570","3590","3455","64547","226740170","35554176725","10143845"
"004080","신흥","KOSPI",,"14500","450","3.20","14050","14750","13800","16712","237461650","137750000000","9500000"
"243840","신흥에스이씨","KOSDAQ","우량기업부","48700","-450","-0.92","50100","50600","48700","113092","5611205300","350008750600","7187038"
"108320","실리콘웍스","KOSDAQ","우량기업부","96000","-2200","-2.24","99000","99200","94200","251353","24294398800","1561372800000","16264300"
"222800","심텍","KOSDAQ","중견기업부","22950","-50","-0.22","23250","23500","22500","397984","9167746950","731052581850","31854143"
"036710","심텍홀딩스","KOSDAQ","중견기업부","2790","0","0.00","2800","2835","2730","241398","672266355","113451385410","40663579"
"160980","싸이맥스","KOSDAQ","우량기업부","24000","-50","-0.21","23950","24500","23650","133586","3213474150","262181832000","10924243"
"356890","싸이버원","KOSDAQ","벤처기업부","16700","800","5.03","15950","17050","15950","324037","5412788600","77501861000","4640830"
"217330","싸이토젠","KOSDAQ","기술성장기업부","65000","500","0.78","63500","66000","63500","122091","7862467030","367176160000","5648864"
"102280","쌍방울","KOSPI",,"623","-11","-1.74","635","641","622","2823882","1774984961","149419609780","239838860"
"003410","쌍용C&E","KOSPI",,"7730","-90","-1.15","7840","7890","7630","2328198","18070882490","3894834669350","503859595"
"010280","쌍용정보통신","KOSDAQ","중견기업부","1500","0","0.00","0","0","0","0","0","60696051000","40464034"
"003620","쌍용차","KOSPI",,"2770","0","0.00","0","0","0","0","0","415056805540","149840002"
"004770","써니전자","KOSPI",,"3620","10","0.28","3595","3710","3595","466769","1703736275","126138939820","34845011"
"217320","썬테크","KONEX","일반기업부","6350","820","14.83","6350","6350","6350","158","1003300","6667500000","1050000"
"208640","썸에이지","KOSDAQ","관리종목(소속부없음)","3070","-45","-1.44","3200","3265","3045","2517095","7856690285","417204318040","135897172"
"222420","쎄노텍","KOSDAQ","중견기업부","2050","-40","-1.91","2105","2125","2040","369413","763051695","82324258750","40158175"
"037760","쎄니트","KOSDAQ","우량기업부","1965","-5","-0.25","1970","1990","1910","188178","366344760","66481689765","33832921"
"136510","쎄미시스코","KOSDAQ","벤처기업부","6360","-120","-1.85","6450","6530","6350","10210","65484800","35855638440","5637679"
"099320","쎄트렉아이","KOSDAQ","벤처기업부","51100","-300","-0.58","51000","52300","50400","118289","6060037700","371419685700","7268487"
"015540","쎌마테라퓨틱스","KOSPI",,"6410","0","0.00","0","0","0","0","0","86229499400","13452340"
"049960","쎌바이오텍","KOSDAQ","우량기업부","18950","-350","-1.81","19450","19550","18850","30204","576932100","178130000000","9400000"
"050890","쏠리드","KOSDAQ","중견기업부","7410","-10","-0.13","7420","7540","7300","295213","2194281580","386692146750","52185175"
"066790","씨씨에스","KOSDAQ","투자주의환기종목(소속부없음)","1040","-30","-2.80","1065","1065","1035","532171","557319855","58215213680","55976167"
"222080","씨아이에스","KOSDAQ","중견기업부","12700","-100","-0.78","12800","13350","12650","1050929","13593878850","730144285200","57491676"
"004920","씨아이테크","KOSPI",,"1770","-80","-4.32","1835","1845","1720","478800","852105215","44375266440","25070772"
"236030","씨알푸드","KONEX","일반기업부","7060","-210","-2.89","7060","7060","7060","430","3035800","13978800000","1980000"
"103660","씨앗","KONEX","일반기업부","5950","0","0.00","0","0","0","0","0","35208952450","5917471"
"245450","씨앤에스링크","KONEX","일반기업부","2495","-5","-0.20","2495","2495","2130","321","720010","3942000200","1579960"
"264660","씨앤지하이테크","KOSDAQ","벤처기업부","13400","0","0.00","13400","13700","12650","54532","731515950","112633432000","8405480"
"352700","씨앤투스성진","KOSDAQ","기술성장기업부","22400","50","0.22","22400","22600","21500","161406","3561502100","223899894400","9995531"
"056730","씨앤티85","KOSDAQ","투자주의환기종목(소속부없음)","1550","0","0.00","0","0","0","0","0","109591063600","70703912"
"297090","씨에스베어링","KOSDAQ","벤처기업부","29000","100","0.35","28750","29750","28750","69294","2028497950","277831600000","9580400"
"112610","씨에스윈드","KOSPI",,"73300","-500","-0.68","74100","76200","73200","428707","31922354300","3091163839900","42171403"
"286000","씨엔티드림","KONEX","일반기업부","8500","50","0.59","8800","8990","8500","313","2662810","38550390000","4535340"
"115530","씨엔플러스","KOSDAQ","투자주의환기종목(소속부없음)","839","0","0.00","0","0","0","0","0","57020957000","67963000"
"225330","씨엠에스에듀","KOSDAQ","중견기업부","6240","10","0.16","6190","6360","6190","97648","611694430","116280078720","18634628"
"115480","씨유메디칼","KOSDAQ","벤처기업부","1485","-55","-3.57","1540","1550","1480","680421","1019830960","40050338625","26969925"
"189330","씨이랩","KOSDAQ","기술성장기업부","42250","-100","-0.24","42300","42300","41000","13939","581574750","125953249500","2981142"
"096530","씨젠","KOSDAQ","우량기업부","97200","-700","-0.72","98900","103300","97200","753284","75142011400","2549946744000","26234020"
"900120","씨케이에이치","KOSDAQ","외국기업(소속부없음)","383","8","2.13","375","385","368","548226","206975298","42284907031","110404457"
"101240","씨큐브","KOSDAQ","벤처기업부","7920","-60","-0.75","7910","8000","7850","30655","242929440","80294417280","10138184"
"060590","씨티씨바이오","KOSDAQ","중견기업부","7170","-20","-0.28","7190","7320","7100","142916","1030084520","162574895910","22674323"
"260930","씨티케이코스메틱스","KOSDAQ","우량기업부","9450","-80","-0.84","9590","9590","9380","21172","200219680","182778034950","19341591"
"013990","아가방컴퍼니","KOSDAQ","중견기업부","5380","-90","-1.65","5650","5650","5300","1571355","8571640820","176934943680","32887536"
"123860","아나패스","KOSDAQ","벤처기업부","24800","0","0.00","24700","25000","24400","55009","1350582950","270976034400","10926453"
"025980","아난티","KOSDAQ","중견기업부","7780","20","0.26","7750","7900","7740","776795","6072182160","662690962860","85178787"
"008700","아남전자","KOSPI",,"2770","-20","-0.72","2815","2830","2735","732843","2040189365","213635751400","77124820"
"050320","아래스","KOSDAQ","투자주의환기종목(소속부없음)","990","0","0.00","0","0","0","0","0","45205142400","45661760"
"058220","아리온","KOSDAQ","투자주의환기종목(소속부없음)","275","0","0.00","0","0","0","0","0","10717917100","38974244"
"125210","아모그린텍","KOSDAQ","기술성장기업부","13350","-100","-0.74","13400","13950","13350","163682","2226405350","220232146500","16496790"
"002790","아모레G","KOSPI",,"75200","2500","3.44","71900","76700","70500","770210","57140754800","6200855136000","82458180"
"00279K","아모레G3우(전환)","KOSPI",,"45700","900","2.01","44750","45950","43900","31029","1401687500","324113540000","7092200"
"002795","아모레G우","KOSPI",,"25050","550","2.24","24900","25500","24000","167446","4174547950","161416438500","6443770"
"090430","아모레퍼시픽","KOSPI",,"277000","7000","2.59","270000","278000","264000","382553","104583843972","16193001730000","58458490"
"090435","아모레퍼시픽우","KOSPI",,"88600","100","0.11","88900","89600","86600","83689","7394919200","935423738000","10557830"
"052710","아모텍","KOSDAQ","우량기업부","30100","-550","-1.79","30650","30800","29800","125977","3786659650","293276520600","9743406"
"074430","아미노로직스","KOSDAQ","벤처기업부","2805","-115","-3.94","2895","2915","2800","2030482","5758764410","246354297420","87826844"
"092040","아미코젠","KOSDAQ","기술성장기업부","34800","-50","-0.14","34850","37200","34500","359310","12769729300","668838948000","19219510"
"083930","아바코","KOSDAQ","우량기업부","13500","950","7.57","12550","13800","12050","887226","11638619650","208072773000","15412798"
"149950","아바텍","KOSDAQ","우량기업부","20500","-200","-0.97","20850","20850","19900","86225","1743845350","319953750000","15607500"
"036010","아비코전자","KOSDAQ","우량기업부","7800","200","2.63","7620","7880","7520","106563","826010070","103684885200","13292934"
"002030","아세아","KOSPI",,"130000","-1000","-0.76","130000","131500","125500","5953","768229500","284833120000","2191024"
"183190","아세아시멘트","KOSPI",,"120500","-500","-0.41","121000","122000","114500","28772","3404311000","469444984500","3895809"
"002310","아세아제지","KOSPI",,"57000","2600","4.78","53600","58400","52000","160532","8929326500","510520614000","8956502"
"050860","아세아텍","KOSDAQ","중견기업부","3580","20","0.56","3560","3605","3450","163171","577514545","62650000000","17500000"
"012170","아센디오","KOSPI",,"1105","0","0.00","0","0","0","0","0","68534900070","62022534"
"246720","아스타","KOSDAQ","투자주의환기종목(소속부없음)","5300","-110","-2.03","5390","5440","5230","51769","278846810","60910371900","11492523"
"067390","아스트","KOSDAQ","벤처기업부","5960","-60","-1.00","6020","6100","5850","227313","1356167500","153050725920","25679652"
"127710","아시아경제","KOSDAQ","중견기업부","4595","260","6.00","4305","5080","4305","12255374","57549683780","117212632730","25508734"
"267850","아시아나IDT","KOSPI",,"22200","-450","-1.99","22450","22600","22150","35810","798723400","246420000000","11100000"
"020560","아시아나항공","KOSPI",,"14900","0","0.00","14950","15000","14850","296848","4425322600","1108735283600","74411764"
"154030","아시아종묘","KOSDAQ","기술성장기업부","6450","-110","-1.68","6590","6650","6330","266078","1727077510","68498800050","10619969"
"227610","아우딘퓨쳐스","KOSDAQ","중견기업부","2910","95","3.37","2815","2960","2780","310357","891370890","58200000000","20000000"
"143160","아이디스","KOSDAQ","우량기업부","27650","-150","-0.54","27850","27850","27200","26529","729320200","296308183500","10716390"
"054800","아이디스홀딩스","KOSDAQ","중견기업부","13300","-100","-0.75","13400","13500","13200","7307","97210650","137625154800","10347756"
"332370","아이디피","KOSDAQ","중견기업부","8520","-50","-0.58","8500","8670","8400","40707","346091730","56546072760","6636863"
"122900","아이마켓코리아","KOSPI",,"13300","1350","11.30","11950","14200","11850","4716909","62076801650","444603572000","33428840"
"339950","아이비김영","KOSDAQ","중견기업부","2660","35","1.33","2625","2675","2535","1525366","3994813520","119558102300","44946655"
"099190","아이센스","KOSDAQ","우량기업부","28650","1050","3.80","28050","28700","27800","238628","6739559050","393571868700","13737238"
"289010","아이스크림에듀","KOSDAQ","우량기업부","8400","-210","-2.44","8600","8660","8390","226517","1926153580","108057910800","12864037"
"214430","아이쓰리시스템","KOSDAQ","우량기업부","20850","100","0.48","21000","21100","20650","33132","689807900","148175946000","7106760"
"040910","아이씨디","KOSDAQ","우량기업부","15950","-200","-1.24","16200","16300","15800","210574","3374134550","287824337350","18045413"
"068940","아이씨케이","KOSDAQ","중견기업부","3800","130","3.54","3700","3810","3650","272730","1022631305","131782943600","34679722"
"052860","아이앤씨","KOSDAQ","벤처기업부","4485","-25","-0.55","4550","4645","4430","170816","776184605","79357832190","17694054"
"010780","아이에스동서","KOSPI",,"68000","900","1.34","67100","69400","65700","115069","7778915200","2100697208000","30892606"
"069920","아이에스이커머스","KOSDAQ","중견기업부","3960","-5","-0.13","4005","4050","3910","12061","47517505","102272393520","25826362"
"038880","아이에이","KOSDAQ","중견기업부","1385","-20","-1.42","1410","1445","1355","6071783","8444862150","405785895310","292986206"
"307180","아이엘사이언스","KOSDAQ","벤처기업부","4325","25","0.58","4190","4570","4190","1048091","4630806505","91785249475","21222023"
"101390","아이엠","KOSDAQ","중견기업부","2255","-10","-0.44","2250","2285","2220","670881","1510336060","95942231220","42546444"
"226350","아이엠텍","KOSDAQ","투자주의환기종목(소속부없음)","5350","0","0.00","0","0","0","0","0","25849675250","4831715"
"078860","아이오케이","KOSDAQ","중견기업부","2840","-60","-2.07","2940","2945","2815","2549616","7305484630","166270148680","58545827"
"114810","아이원스","KOSDAQ","중견기업부","8250","-240","-2.83","8450","8570","8130","551031","4598204330","210401185500","25503174"
"031310","아이즈비전","KOSDAQ","중견기업부","5070","-110","-2.12","5160","5330","5000","772789","4011745660","79966950180","15772574"
"185490","아이진","KOSDAQ","기술성장기업부","21500","-1400","-6.11","22800","22800","20950","420803","9154386700","252245073500","11732329"
"059100","아이컴포넌트","KOSDAQ","벤처기업부","7400","200","2.78","7140","7850","7130","395778","3002856550","52324364000","7070860"
"149010","아이케이세미콘","KONEX","일반기업부","5470","110","2.05","5400","5470","5400","340","1838800","17066400000","3120000"
"262840","아이퀘스트","KOSDAQ","벤처기업부","14450","0","0.00","14450","14750","14400","41311","600488200","142477000000","9860000"
"175250","아이큐어","KOSDAQ","기술성장기업부","47150","500","1.07","46300","48650","45450","306526","14319198450","425907223050","9033027"
"052460","아이크래프트","KOSDAQ","중견기업부","8040","-240","-2.90","8230","8480","8000","727953","5996679820","117447805440","14607936"
"119830","아이텍","KOSDAQ","벤처기업부","9990","240","2.46","9750","10050","9520","308862","3050880150","145739334780","14588522"
"052770","아이톡시","KOSDAQ","관리종목(소속부없음)","3180","0","0.00","0","0","0","0","0","34542772260","10862507"
"124500","아이티센","KOSDAQ","중견기업부","5870","-80","-1.34","6010","6030","5810","414508","2447826640","116856044710","19907333"
"084850","아이티엠반도체","KOSDAQ","벤처기업부","43750","-450","-1.02","44000","44600","43550","43837","1926814200","1011496237500","23119914"
"223220","아이피몬스터","KONEX","일반기업부","638","0","0.00","0","0","0","0","0","14925135940","23393630"
"027360","아주IB투자","KOSDAQ","벤처기업부","7050","-170","-2.35","7160","7360","7030","3064396","22045092960","840714086250","119250225"
"032080","아즈텍WB","KOSDAQ","중견기업부","2865","10","0.35","2850","2940","2775","402566","1144994140","61571798085","21491029"
"013310","아진산업","KOSDAQ","우량기업부","3390","-70","-2.02","3430","3470","3370","477959","1629287985","131554312980","38806582"
"059120","아진엑스텍","KOSDAQ","벤처기업부","7120","-70","-0.97","7180","7350","7090","66448","476889370","69410003520","9748596"
"158430","아톤","KOSDAQ","벤처기업부","24250","-100","-0.41","24350","24800","24150","9674","234864050","105574242250","4353577"
"149300","아퓨어스","KONEX","일반기업부","2455","10","0.41","2500","2500","2455","2053","5053650","81155669045","33057299"
"067160","아프리카TV","KOSDAQ","우량기업부","87700","1000","1.15","88300","89300","84800","189395","16462884700","1008091065900","11494767"
"001540","안국약품","KOSDAQ","우량기업부","13150","-200","-1.50","13350","13450","12850","57060","750894250","171507823000","13042420"
"053800","안랩","KOSDAQ","우량기업부","66900","600","0.90","67000","68800","66700","130103","8814248800","669926899500","10013855"
"251280","안지오랩","KONEX","일반기업부","12100","-100","-0.82","12200","12200","11800","1278","15287250","32813990000","2711900"
"065660","안트로젠","KOSDAQ","기술성장기업부","56500","-700","-1.22","57600","57700","54300","161800","9001026400","513784671000","9093534"
"297570","알로이스","KOSDAQ","벤처기업부","6700","370","5.85","7470","7770","6630","27116525","199127322140","116107073800","17329414"
"001780","알루코","KOSPI",,"4975","0","0.00","5020","5150","4970","1867554","9408858330","413956232925","83207283"
"260660","알리코제약","KOSDAQ","우량기업부","12350","-250","-1.98","12600","12650","12250","64027","795201600","127209631250","10300375"
"131370","알서포트","KOSDAQ","벤처기업부","9320","-500","-5.09","9690","9740","9310","844519","7989772140","496449213560","53267083"
"140670","알에스오토메이션","KOSDAQ","중견기업부","9800","-160","-1.61","10000","10450","9580","317390","3147230110","89210772000","9103140"
"096610","알에프세미","KOSDAQ","중견기업부","5970","10","0.17","6100","6190","5930","209684","1274644230","56683502280","9494724"
"061040","알에프텍","KOSDAQ","중견기업부","7380","-130","-1.73","7460","7540","7320","240216","1783179770","213281394840","28899918"
"148250","알엔투테크놀로지","KOSDAQ","벤처기업부","17200","150","0.88","17100","17500","16950","39853","684311350","125519287600","7297633"
"347860","알체라","KOSDAQ","기술성장기업부","30050","-600","-1.96","30750","30800","30000","163180","4931263000","406540259700","13528794"
"196170","알테오젠","KOSDAQ","기술성장기업부","82900","-1500","-1.78","84500","86700","82100","241099","20439568900","3492108615000","42124350"
"123750","알톤스포츠","KOSDAQ","중견기업부","6000","100","1.69","5900","6100","5870","111646","668380400","76477782000","12746297"
"085810","알티캐스트","KOSDAQ","중견기업부","2345","30","1.30","2310","2410","2290","419039","987556320","67496350740","28783092"
"117670","알파홀딩스","KOSDAQ","중견기업부","4490","-30","-0.66","4500","4595","4455","107543","485352795","97329810820","21677018"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","21850","-100","-0.46","21950","22200","21400","85451","1865006500","184984853100","8466126"
"293780","압타바이오","KOSDAQ","기술성장기업부","65800","3600","5.79","62600","66000","62300","619002","40103013400","730066331400","11095233"
"267810","앙츠","KONEX","일반기업부","1850","20","1.09","1850","1850","1850","3","5550","2861950000","1547000"
"018250","애경산업","KOSPI",,"25200","-200","-0.79","25500","25600","24800","138289","3490764200","665530362000","26409935"
"161000","애경유화","KOSPI",,"14000","-100","-0.71","14100","14400","13500","438995","6169894450","448560000000","32040000"
"196300","애니젠","KOSDAQ","기술성장기업부","15150","-50","-0.33","15050","15150","14550","73702","1099968550","76146399750","5026165"
"310200","애니플러스","KOSDAQ","중견기업부","3075","-25","-0.81","3150","3580","3020","11916764","39637001755","87352874925","28407439"
"179530","애드바이오텍","KONEX","일반기업부","27950","-50","-0.18","27600","27950","27300","3348","92364150","71648371600","2563448"
"205500","액션스퀘어","KOSDAQ","중견기업부","3070","0","0.00","3080","3170","3045","308618","953778740","126891220150","41332645"
"052790","액토즈소프트","KOSDAQ","중견기업부","9090","-230","-2.47","9300","9330","9060","37896","347044840","102995499420","11330638"
"131400","액트","KOSDAQ","벤처기업부","5730","210","3.80","5520","5850","5520","865992","4949022160","131165687850","22891045"
"290740","액트로","KOSDAQ","우량기업부","9980","100","1.01","9880","10100","9800","33128","329638210","100448809780","10065011"
"238090","앤디포스","KOSDAQ","벤처기업부","6600","740","12.63","6040","7200","5650","65934660","435156451060","396629013000","60095305"
"092600","앤씨앤","KOSDAQ","벤처기업부","5060","-180","-3.44","5220","5260","4980","269341","1364151520","105994350000","20947500"
"129890","앱코","KOSDAQ","중견기업부","25750","-350","-1.34","26150","26400","25550","63089","1636297750","249484849000","9688732"
"174900","앱클론","KOSDAQ","기술성장기업부","27550","-350","-1.25","27950","28150","27250","125160","3445792200","420910800950","15278069"
"255440","야스","KOSDAQ","우량기업부","18600","800","4.49","17800","18900","17100","397483","7181345800","242878800000","13058000"
"030960","양지사","KOSDAQ","중견기업부","14050","250","1.81","13850","15050","13300","1049115","15069230600","224519000000","15980000"
"102120","어보브반도체","KOSDAQ","우량기업부","16250","-50","-0.31","16450","16700","16050","1011302","16602384350","283719361250","17459653"
"238120","얼라인드","KOSDAQ","기술성장기업부","8610","-10","-0.12","8580","8700","8450","14635","125448160","61901147280","7189448"
"224810","엄지하우스","KONEX","일반기업부","3770","-280","-6.91","4030","4030","3770","1134","4277120","15834000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","11850","-550","-4.44","12850","13550","11850","675029","8630186850","115609642800","9756088"
"011090","에넥스","KOSPI",,"2140","35","1.66","2110","2280","2045","4093406","8914102245","128382111740","59991641"
"270660","에브리봇","KONEX","일반기업부","40100","-650","-1.60","40850","40850","39800","1358","54322550","209659802400","5228424"
"038680","에스넷","KOSDAQ","우량기업부","7240","-100","-1.36","7350","7400","7180","133924","975350910","116384556600","16075215"
"217480","에스디생명공학","KOSDAQ","중견기업부","4790","-40","-0.83","4830","4845","4715","54982","263452435","107368166140","22415066"
"121890","에스디시스템","KOSDAQ","투자주의환기종목(소속부없음)","739","0","0.00","0","0","0","0","0","7101198800","9609200"
"097780","에스맥","KOSDAQ","중견기업부","1525","10","0.66","1515","1535","1505","3024704","4609028480","398247043050","261145602"
"042110","에스씨디","KOSDAQ","우량기업부","1840","-50","-2.65","1890","1900","1825","1956474","3642702155","88926397760","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","36150","-1050","-2.82","37450","37950","35750","169891","6188108700","430764918300","11916042"
"065420","에스아이리소스","KOSDAQ","관리종목(소속부없음)","639","0","0.00","0","0","0","0","0","43500682854","68076186"
"270210","에스알바이오텍","KONEX","일반기업부","6950","540","8.42","6410","6950","6300","3231","20542850","5607315600","806808"
"103230","에스앤더블류","KOSDAQ","관리종목(소속부없음)","2505","0","0.00","0","0","0","0","0","18036000000","7200000"
"260970","에스앤디","KONEX","일반기업부","37000","4750","14.73","37050","37050","35100","6250","230416900","112347540000","3036420"
